,num,forpet_hash,shop_name,shop_address,address,total_score,review_num,match
1,3448,02b79daa6f6646faa9c7ae38d1d9de3b3924939ea0a4a6cd23fb4a68cd4552a5,커피마시는고양이,"['종로구', '안국동', '21-1']",서울특별시 종로구 안국동 19-1,0,0,match_dong
2,3457,0b3fa886f7a1b634a232dd9682b4df89a56e83d29154aad3f664d9882ae5bd61,커피타는고양이,"['성북구', '상월곡동', '74-1']",상월곡동 73-1번지 2층 성북구 서울특별시 KR,3.0,5,match_dong
3,3465,b7e53bb84daa493c642a16eb9423bddddf44c91c07f8345d61e18baec4868835,고양이다락방건대점,"['광진구', '자양동', '1-3']",서울특별시 광진구 자양4동 1-11 3층,0,0,match_gu
4,3467,c85eb990dd11016ab18cb12b2cba60fde44e43988f4154eaef030f993f0ce167,마오,"['마포구', '서교동', '358-51']",번지 1층 101 KR 서울특별시 마포구 대흥동 328-17 호 II,0,0,match_gu
5,3467,c85eb990dd11016ab18cb12b2cba60fde44e43988f4154eaef030f993f0ce167,마오,"['마포구', '서교동', '358-51']",서울특별시 강남구 역삼동 830-41,3.3,3,not_match
6,3467,c85eb990dd11016ab18cb12b2cba60fde44e43988f4154eaef030f993f0ce167,마오,"['마포구', '서교동', '358-51']",한강로2가 15-13번지 20동 1층 가열 31호 용산구 서울특별시 KR,0,0,not_match
7,3467,c85eb990dd11016ab18cb12b2cba60fde44e43988f4154eaef030f993f0ce167,마오,"['마포구', '서교동', '358-51']",서울특별시 강남구 신사동 도산대로53길 30,4.4,70,not_match
8,3467,c85eb990dd11016ab18cb12b2cba60fde44e43988f4154eaef030f993f0ce167,마오,"['마포구', '서교동', '358-51']",서울특별시 강남구 신사동 665-9,4.4,9,not_match
9,3467,c85eb990dd11016ab18cb12b2cba60fde44e43988f4154eaef030f993f0ce167,마오,"['마포구', '서교동', '358-51']",서울특별시 마포구 서교동 홍익로5길 57,0,0,match_dong
10,3467,c85eb990dd11016ab18cb12b2cba60fde44e43988f4154eaef030f993f0ce167,마오,"['마포구', '서교동', '358-51']",서울특별시 마포구 서교동,0,0,match_dong
