,num,forpet_hash,shop_name,shop_address,address,total_score,review_num,match
1,3001,0f6c4a612c70a75d2f85d535b1cdedfe893973d81780cfb30df47151a8b5a4ea,안성맞춤포시즌애견테마파크,"['안성시', '서운면', '신능리', '128-1']",경기도 안성시 서운면 바우덕이로 348-24 KR,0,0,match_dong
2,3002,7955e792b89a6a5dc302a7bbf1cbf337b475f39d7b369d8b0f43b6707cf04314,개느님,"['안성시', '가현동', '108-14']",경기도 안성시 가현동 108-5,4.5,2,match_dong
3,3006,29e54454cd7ba9356faf99beee3f7bba296fe2814ace0e72dce0d3952e2d143b,오도독,"['동두천시', '탑동동', '830-2']",경기도 동두천시 불현동 삼육사로 1324-25,4.4,62,match_gu
4,3009,b668d2a9908a9df5a972c937b9d47510db1c41d9628d436da40a1772e9e0fe81,완짱,"['동두천시', '생연동', '714-12']",서울특별시 중구 회현동 소월로 39,0,0,not_match
5,3022,e9c7381ef7217435a42b7ee1cf8453f9d50b192bdc1b075d40434dad5b6a9a5d,퍼피캐슬,"['용인시', '처인구', '이동읍', '송전리', '270-1']",경기도 용인시 처인구 이동면 송전리 265,0,0,match_dong
6,3044,d8f1901bf05a6230443ca4ce8cee884bf5427669feb81fe993e7e6756dbe9eef,개판오분전,"['안산시', '단원구', '고잔동', '540-1']",서울특별시 관악구 신림동 관천로,3.3,30,not_match
7,3044,d8f1901bf05a6230443ca4ce8cee884bf5427669feb81fe993e7e6756dbe9eef,개판오분전,"['안산시', '단원구', '고잔동', '540-1']",중곡동 631-6번지 1층 광진구 서울특별시 KR,0,0,not_match
8,3047,ade850b96115143abbb9bce90015cf7d56f6c6280447230ecb61b9d8dfc6c655,에이벨,"['화성시', '남양읍', '수화리', '708']",상록구 사동 1339-4번지 안산시 경기도 KR,0,0,not_match
9,3049,903993d7e5d6aaaaa92bdcdae763d03e32e7bd707b22fbbb16ec1c63bf279003,개정촌,"['시흥시', '정왕동', '1737-13']",경기도 시흥시 정왕본동 1737-13번지 402호,0,0,match_gu
10,3080,771e84105d4565da7eea470503a1ff5ef9afda25d8b3cb5296ac3dae8a438f20,으르렁애견카페,"['파주시', '동패동', '1758-4']",경기도 파주시 동패동 1761-6 KR 으르렁 THE TERRACE 5층,4.3,36,match_dong
11,3085,5948c3b0c64983d5e39b5fd673f897c201aa488a5326492ed56ada0fd1072b68,개가사는그집,"['파주시', '목동동', '939-4']",가평읍 복장리 253-4번지 2층 가평군 경기도 KR,4.5,2,not_match
12,3088,a8defa775cbcf66ef9e1e7a40b205f218ca7e005e0c5e0d10e9667eb7be80cc6,멍앤멍스,"['파주시', '서패동', '145-1']",경기도 파주시 교하동 심학산로 72,5.0,1,match_gu
