,num,forpet_hash,shop_name,shop_address,address,num,review,score,match
1,361,af1fe90bd26543bf7b1077acff3c61c2b290ebdbdc2c20b082615c2436d65fc3,동부상사,"['영등포구', '영등포동6가', '138-1']",서울특별시 영등포구 영등포동2가 175,1,0,0,match_gu
2,361,af1fe90bd26543bf7b1077acff3c61c2b290ebdbdc2c20b082615c2436d65fc3,동부상사,"['영등포구', '영등포동6가', '138-1']",서울특별시 영등포동6가,1,0,0,match_dong
3,361,af1fe90bd26543bf7b1077acff3c61c2b290ebdbdc2c20b082615c2436d65fc3,동부상사,"['영등포구', '영등포동6가', '138-1']",경기도 안양시 동안구 관양동 1468-25,1,0,0,not_match
4,361,af1fe90bd26543bf7b1077acff3c61c2b290ebdbdc2c20b082615c2436d65fc3,동부상사,"['영등포구', '영등포동6가', '138-1']",인천광역시 남구 학익동 587-70,0,ㄴㅕ컇8ㅎ, 별표 2개 ,n
5,361,af1fe90bd26543bf7b1077acff3c61c2b290ebdbdc2c20b082615c2436d65fc3,동부상사,"['영등포구', '영등포동6가', '138-1']",경기도 구리시 수택동 522-62,1,0,0,not_match
6,363,0989bbef9b0c80520b82ea579bdf6f210652d451542a90472321238d66bc269f,개과천선,"['광명시', '철산동', '56-188']",경기도 광명시 철산1동 56-1,1,0,0,match_gu
7,364,20d834b21208b784584ab36664494e7b37e0d8eb3951905929e1002bf791b433,가또블랑코,"['영등포구', '당산동2가', '12-2']",서울특별시 영등포구 당산동2가 영등포로22길 5,1,0,0,match_dong
8,365,efeca0110c96dad14e5c938884a1d2e2820bf1201fd7f822edcc8583fdb28aa2,와와유통,"['영등포구', '영등포동5가', '59']",서울특별시 동대문구 제기동 592 제기동 592번지 동대문구 서울특별시 KR 02572,1,0,0,not_match
9,368,0b775ae242bb48affc33b4495d811d7a1949e81bc5b82ba37c4d3597c130f52f,지앤원,"['영등포구', '당산동4가', '80']",양평동5가 107-13번지 영등포구 서울특별시 KR,1,0,0,match_gu
10,369,6d82a70943e7e3ee3142d1920db30ec8f4c0d5c8b6af2e23ce63390c616acb50,매일매일,"['영등포구', '영등포동7가', '113-1']",KR 서울특별시 영등포구 영등포동7가 145-8번지 13동 B-35호 스퀘어,1,0,0,match_dong
11,370,728f042f505262e55767e66adda6bd9a2a133e0259cf75ffe1e6f81238d24445,하룻강아지,"['영등포구', '영등포동8가', '80-1']",서울특별시 강서구 화곡4동 822-18,1,0,0,not_match
12,372,82294cc4b8e9c8adb34dcc83d27900e70c7a91d135eb622a2bf95b3ece41bcaf,링트리,"['강서구', '등촌1동', '652']",서울특별시 강서구 화곡동 1079번지 1층 101호,1,0,0,match_gu
13,375,362f40d4f59e3596c659151db22906231e66f420c5f3693c4e30ecca799ed6a8,웰빙상사,"['강서구', '내발산동', '689-2']",서울특별시 동작구 본동 490,1,0,0,not_match
14,375,362f40d4f59e3596c659151db22906231e66f420c5f3693c4e30ecca799ed6a8,웰빙상사,"['강서구', '내발산동', '689-2']",역삼동 637-13번지 302호 강남구 서울특별시 KR,1,0,0,not_match
15,375,362f40d4f59e3596c659151db22906231e66f420c5f3693c4e30ecca799ed6a8,웰빙상사,"['강서구', '내발산동', '689-2']",간석동 205-1번지 남동구 인천광역시 KR,1,0,0,not_match
16,375,362f40d4f59e3596c659151db22906231e66f420c5f3693c4e30ecca799ed6a8,웰빙상사,"['강서구', '내발산동', '689-2']",경기도 군포시 산본동 79-41,1,0,0,not_match
17,380,4faf20311474830e984ab51ede5a4dc1b33b59440c887d7067e3caedbb1751b7,꼬누꼬삐아,"['구로구', '구로3동', '1128-4']",서울특별시 강서구 화곡2동 초록마을로22길 3,1,0,0,not_match
18,384,90746f3a9d3a167d9099e9c969123951c7c18ae67b0aa268ffff000dae4c9f7c,바스펫,"['금천구', '가산동', '371-28']",서울특별시 금천구 가산동 가산디지털1로 우림라이온스밸리 C동 412호,1,0,0,match_dong
19,389,9e62bda7393074eb6f43ad3177ca8db2289b9d31023f178fc43c22b4cb1a0d5b,바우미우,"['금천구', '가산동', '345-50']",서울특별시 중구 신당2동 336-3,0,"강아지 치료비가 너무 비쌉니다 ㆍ 그냥암것도 모르시고 하라는데로했다간  ㅡㅡ감당이 안되네요   자가면역질환 매개성혈소판감소증 진단받고 약먹기시작했는데  차도가 계속없이 약종류만 계속 늘어가고  당연히  약값은 배로 점점 늘어나더군요  ㅡㅡ
중간에 병원을 옮기자니좀그래서   아직까지는 치료중입니다
  처방약을 구할수가없어 어쩔수가없으나  조금이라도 깍아주시지도않네요  
그리고 귀청소를 부탁했는데 그거 얼마안되는것도  돈을받더군요…", 별표 3개 ,n
21,389,9e62bda7393074eb6f43ad3177ca8db2289b9d31023f178fc43c22b4cb1a0d5b,바우미우,"['금천구', '가산동', '345-50']",서울특별시 중구 신당2동 336-3,1,사람이 너무많고 상인들이 거칠음, 별표 3개 ,o
23,389,9e62bda7393074eb6f43ad3177ca8db2289b9d31023f178fc43c22b4cb1a0d5b,바우미우,"['금천구', '가산동', '345-50']",서울특별시 중구 신당2동 336-3,2,비싼 가격대비 치료보다는 다른데 더 신경많이 쓰시는 의사선생님 덕분에 좋은경험 했습니다.  돈주고 가라해도 안갈겁니다., 별표 1개 ,t
25,389,9e62bda7393074eb6f43ad3177ca8db2289b9d31023f178fc43c22b4cb1a0d5b,바우미우,"['금천구', '가산동', '345-50']",서울특별시 중구 신당2동 336-3,3,친절하게 잘해주세요!, 별표 5개 ,_
27,389,9e62bda7393074eb6f43ad3177ca8db2289b9d31023f178fc43c22b4cb1a0d5b,바우미우,"['금천구', '가산동', '345-50']",서울특별시 중구 신당2동 336-3,4,12년째 저희 아이 돌봐주시는 곳입니다, 별표 5개 ,m
29,460,a688cc921499fe7043e725c9c9ca3c2a18b733fd093aa796cf1e045be57dc434,어반비스트,"['서초구', '반포동', '734-5']",734-5 서초구 서울특별시 KR,0,어반비스트 강아지용품중 단연 최고에요!, 별표 5개 ,m
31,389,9e62bda7393074eb6f43ad3177ca8db2289b9d31023f178fc43c22b4cb1a0d5b,바우미우,"['금천구', '가산동', '345-50']",서울특별시 중구 신당2동 336-3,6,근처에시는  괜찮아요, 별표 2개 ,t
33,474,b1c92b7c68f5bacb59df8fe15317fafdd03c01f490bf3c18397f4e613b683fa2,아임파인,"['서초구', '반포동', '746-11']",서울특별시 마포구 서교동 양화로 178-8 2층,1,"4인 이상의 단체 손님은 받지 않는 작고 조용한
Bar... 조용한 분위기를 위해 4인 이상은 받지
않고 있다고 하지만 정작 분위기는 조용하지 않다.
음악감상실이 아닌 이상 젊은 열기가 넘쳐나는
술집이 조용하긴 힘들지..
홍대 끝자락에 위치하고 있어서 눈에 잘 띄지
않지만 잠깐의 시간여행을 하고 싶다면
방문하기에 적절한 장소임은 틀림없다.

안주는 가벼운 마른안주 거리만 판매하고 있으므로
안주 위주의 술자리를 선호하는 사람들에게는
적합하지 않은 곳이다. 맥주 또는 칵테일을
마시며 조용히 즐길 사람들에게 적합한 곳이니
참고할 것.", 별표 4개 ,o
35,494,1c875af56982dd7822a49593f2ca5469d18ef6f657e0c983e6344467ac4128cc,몽슈슈,"['강남구', '역삼동', '671-10']",서울특별시 강남구 신사동 압구정로4길 13-20,1,맛있는 케익과 우아한 분위기가 잘 어울리는 멋진곳입니다., 별표 5개 ,a
28,397,220a2dab01a51a16e7800f102251a708f9d63e5d33566a24d86b8e2d0045ad0c,파트너펫,"['금천구', '시흥동', '838-28']",서울특별시 금천구 시흥동,1,0,0,match_dong
30,460,a688cc921499fe7043e725c9c9ca3c2a18b733fd093aa796cf1e045be57dc434,어반비스트,"['서초구', '반포동', '734-5']",734-5 서초구 서울특별시 KR,1,, 별표 5개 ,a
32,474,b1c92b7c68f5bacb59df8fe15317fafdd03c01f490bf3c18397f4e613b683fa2,아임파인,"['서초구', '반포동', '746-11']",서울특별시 마포구 서교동 양화로 178-8 2층,0,"독특한 인테리어와 편안한 분위기가 있는곳.
겨울에만 파는 뱅쇼와 진한 밀크티도 좋음.", 별표 4개 ,n
34,494,1c875af56982dd7822a49593f2ca5469d18ef6f657e0c983e6344467ac4128cc,몽슈슈,"['강남구', '역삼동', '671-10']",서울특별시 강남구 신사동 압구정로4길 13-20,0,디져트는 많이 단 편.... 다만 얼그레이가 향이 참 좋다., 별표 3개 ,m
36,494,1c875af56982dd7822a49593f2ca5469d18ef6f657e0c983e6344467ac4128cc,몽슈슈,"['강남구', '역삼동', '671-10']",서울특별시 강남구 신사동 압구정로4길 13-20,2,"요거 딸기와 해피 바스킷?을 시켜먹었어요. 딸기는 신선하고 안에 크림은 요거트처럼 새콤상큼하여 잘 어울립니다. 오른쪽 케이크는 크레페 안에 치즈케익,생크림,커스터드 크림이 들어 있습니다. 서빙도 이쁘게 나오고, 가게도 이뻐서 사진 찍기 좋은곳이에요.", 별표 5개 ,t
38,474,b1c92b7c68f5bacb59df8fe15317fafdd03c01f490bf3c18397f4e613b683fa2,아임파인,"['서초구', '반포동', '746-11']",서울특별시 마포구 서교동 양화로 178-8 2층,5,, 별표 5개 ,a
37,494,1c875af56982dd7822a49593f2ca5469d18ef6f657e0c983e6344467ac4128cc,몽슈슈,"['강남구', '역삼동', '671-10']",서울특별시 강남구 신사동 압구정로4길 13-20,3,"촉촉하고 부드럽긴 하지만 평범. 
재방문의사 없음.
(주머니도지마롤(해피파우치), 딸기롤 먹고감)", 별표 3개 ,c
39,515,95f5458e2c08266ae193683af484489df5cea624c19d05fb92b893873053e4b6,애견용품할인마트,"['송파구', '마천동', '128-5']",경기도 구리시 교문동 270-2,0,, 별표 5개 ,n
41,515,95f5458e2c08266ae193683af484489df5cea624c19d05fb92b893873053e4b6,애견용품할인마트,"['송파구', '마천동', '128-5']",경기도 안양시 동안구 호계동 934-26,0,"사장님 좋으시고 저렴 한편 이에요.
갈때마다 예쁜 아가들이 있어서 한참 구경하다가 와요", 별표 4개 ,n
43,543,edc1bf3adf0b35f9ed0f43f80c634bb56b9d30f1c62037e216402d83cabe519c,장보는강아지와고양이,"['강동구', '둔촌동', '605']",경기도 하남시 덕풍동 226-12,0,주차도 편리하고 집사들이 쇼핑하기에 너무나도 좋습니다. 댕댕이들이 좋아할만한 영양 간식도 어마어마 하구요. 무엇보다 덤으로 서비스 제품도 주시고 자주 이용하고 있습니다:)), 별표 5개 ,n
45,543,edc1bf3adf0b35f9ed0f43f80c634bb56b9d30f1c62037e216402d83cabe519c,장보는강아지와고양이,"['강동구', '둔촌동', '605']",경기도 수원시 장안구 파장동 266-8,0,다양한 상품이  많음, 별표 5개 ,n
