,num,forpet_hash,shop_name,shop_address,address,num,review,score,match
1,1003,8b7cc90778fea71d59732e53e61074a520a0bdc1ab45db9864020f5c1a587d5e,강사모펫,"['서구', '청라동', '105-9']",인천광역시 경서동,1,0,0,not_match
2,1014,109841c1644cccb2745be58847077c4d8e5ef4fe551e970c6ede5b44b5469645,복슬강아지,"['서구', '오류동', '1656-1']",경기도 의정부시 민락동 755-8,0,강이지천국, 별표 5개 ,n
4,1014,109841c1644cccb2745be58847077c4d8e5ef4fe551e970c6ede5b44b5469645,복슬강아지,"['서구', '오류동', '1656-1']",경기도 의정부시 민락동 755-8,1,, 별표 2개 ,o
6,1023,a8fb90d0e38972a4eedf39bde76e6a632a8ecd0e4b961e3b93143c9e08a25793,빅펫하우스,"['남구', '주월동', '389-84']",광주광역시 남구 주월동 서문대로 801,0,점심때는 자리가 없을정도로 맛과양이많아서 아이들이 좋아할듯, 별표 5개 ,m
5,1016,ef1c9686665e2678d0a1027ddea9e7b018b289dda19e9951fa9958adfdc9e3f3,부부애견사,"['동구', '계림동', '85-166']",광주광역시 동구 계림2동 85-166,0,, 별표 1개 ,m
7,1023,a8fb90d0e38972a4eedf39bde76e6a632a8ecd0e4b961e3b93143c9e08a25793,빅펫하우스,"['남구', '주월동', '389-84']",광주광역시 남구 주월동 서문대로 801,1,전체적으로 깔끔한 내부와 진열이 마음에들고 사장님도 친절하십니다^^, 별표 5개 ,a
9,1023,a8fb90d0e38972a4eedf39bde76e6a632a8ecd0e4b961e3b93143c9e08a25793,빅펫하우스,"['남구', '주월동', '389-84']",광주광역시 남구 주월동 서문대로 801,2,미용 정성것 넘 잘해요~^--^V !!, 별표 5개 ,t
11,1023,a8fb90d0e38972a4eedf39bde76e6a632a8ecd0e4b961e3b93143c9e08a25793,빅펫하우스,"['남구', '주월동', '389-84']",광주광역시 남구 주월동 서문대로 801,3,"(Google 번역) 강아지 미용사가 좋다.

(원본)
The puppy hairdresser is good", 별표 5개 ,c
13,1023,a8fb90d0e38972a4eedf39bde76e6a632a8ecd0e4b961e3b93143c9e08a25793,빅펫하우스,"['남구', '주월동', '389-84']",광주광역시 남구 주월동 서문대로 801,4,, 별표 3개 ,h
15,1029,173a32c12a3bb8ca2f074cc4f351d4cf691649d5c63987da263a091d94afaf86,BOB애완용품아울렛중흥점,"['북구', '중흥동', '286-5']",광주광역시 북구 중흥3동 286-5,0,"물건도 많고 사장님께서 매우 친절하심👍👍
여기 단골예약합니다~", 별표 5개 ,m
17,1023,a8fb90d0e38972a4eedf39bde76e6a632a8ecd0e4b961e3b93143c9e08a25793,빅펫하우스,"['남구', '주월동', '389-84']",광주광역시 남구 주월동 서문대로 801,6,, 별표 5개 ,d
19,1035,14fe4d8b884f5061275a7809d3138cdad5abb4c4315f874d9a5d4a239c3c857a,달빛고양이네협동조합,"['서구', '풍암동', '1026']",광주광역시 서구 풍암동 풍암신흥로80번길 7-13,1,좋아요 사랑스런 고양이들이  많아요, 별표 5개 ,a
21,1091,da8be5c0c37cd3556bda6c34162bd3a88ee1f4b88a5c62df83644d83d2213c01,더펫,"['서구', '둔산동', '1012']",대전광역시 유성구 봉명동 678-5,1,아기들이 푸들이 많아서 귀여웠어요ㅠㅠ근데 가게 분위기가 좀 친근하지 읺다고 해야하나..., 별표 3개 ,o
23,1091,da8be5c0c37cd3556bda6c34162bd3a88ee1f4b88a5c62df83644d83d2213c01,더펫,"['서구', '둔산동', '1012']",대전광역시 유성구 봉명동 678-5,3,친절하시고 구매할때마다 재방문 쿠폰도 주세요, 별표 5개 ,_
