,num,forpet_hash,shop_name,shop_address,address,num,review,score,match
54,841,edb6ba0c658793f46005601cc19eb96e2427fc5b8d6a47e5f98fcc060f93c73a,미니펫,"['미추홀구', '숭의동', '207-19']",서울특별시 강남구 역삼동 논현로106길 8,2,"4차 접종 갓 맞은 포메 분양받아왔습니다. 집근처 병원에서 항체검사해보니 5차맞을 애들보다도 더 항체가 좋았습니다. 직원분도 친절하셨구요. 
곧 둘째 데리러 또갈듯합니다.^^", 별표 5개 ,t
56,841,edb6ba0c658793f46005601cc19eb96e2427fc5b8d6a47e5f98fcc060f93c73a,미니펫,"['미추홀구', '숭의동', '207-19']",서울특별시 강남구 역삼동 논현로106길 8,3,"분양을 하기로 맘먹고 여러 업체를 다녀본 결과, 무적권 미니펫입니다. 미니펫 타 지점도 다녀왔는데 들어가는 순간부터 진짜 다른 업체들이랑은 비교할 수 없을만큼 달라요. 무척 쾌적할 뿐더러 엄청 세심하고 직원분들도 3분이나 계셨어요! 한 사람이서 관리하는게 아니라는데에서 오는 그 신뢰... 아마 다른 분들도 리뷰 믿고 한번 들러보시면 아마 바로 아실거에요! 

강남점에 들르자마자 본 블루멀 포메라니안! 우리 마초! 보자마자 분양을 결정하고 그 날 업어와버렸어요 ㅋㅋㅋ 여자친구가 신나서 장난감이랑 물품 대량 구매해버렸네요ㅋㅋ", 별표 5개 ,_
58,841,edb6ba0c658793f46005601cc19eb96e2427fc5b8d6a47e5f98fcc060f93c73a,미니펫,"['미추홀구', '숭의동', '207-19']",서울특별시 강남구 역삼동 논현로106길 8,4,"엄청 친절하고, 반려동물을 대하는 진심어린 애정이 느껴짐", 별표 5개 ,m
60,856,2733fac270ab0dbd96c6c740ce3c7a1e1414e9c7a96463916e98f8391229c6ab,펫홈,"['미추홀구', '주안동', '1471-11']",1471-17 남구 인천광역시 KR,1,"항암치료 주사맞고 1주일만에 펄펄 날던 아이가 죽음! 그리고 중간중간에 검사까지 했음에도 이상하다....왜 이럴까요만 남발!
아무런 처치도 항암주사 부작용도,처치 법도 모르면서 무조건 주사를 맞춰야 된다고 해서 따랐는데......더구나 야간에 아무도 없으면서 무책임하게 놔두고 가라해서 쓸쓸하게 죽어갔을 작은 생명이 불쌍하지도 않나요?
인터넷에 조금만 탐색해보면 당신들이 얼마나
대처를 못했는지 바로 알수있습니다.
백혈구 수치가…", 별표 1개 ,o
62,841,edb6ba0c658793f46005601cc19eb96e2427fc5b8d6a47e5f98fcc060f93c73a,미니펫,"['미추홀구', '숭의동', '207-19']",서울특별시 강남구 역삼동 논현로106길 8,6,"미니펫에서 분양받았어요 건강한 싱가푸라 렌콘, 아메리칸컬뇨끼   넘 행복합니다 감사해요", 별표 5개 ,t
64,841,edb6ba0c658793f46005601cc19eb96e2427fc5b8d6a47e5f98fcc060f93c73a,미니펫,"['미추홀구', '숭의동', '207-19']",서울특별시 강남구 역삼동 논현로106길 8,7,직원분 친절하시고 파킹도 편리해요, 별표 5개 ,c
66,864,f59e984a39be17eeef644671db095332f915df8553c2a49926156ecf91c4712c,우리집강아지,"['미추홀구', '주안동', '22-36']",인천광역시 부평구 부평동 546-64,0,, 별표 5개 ,n
61,856,2733fac270ab0dbd96c6c740ce3c7a1e1414e9c7a96463916e98f8391229c6ab,펫홈,"['미추홀구', '주안동', '1471-11']",1471-17 남구 인천광역시 KR,2,대표님너무좋아요책임분양. 존경해요. 아이가아팠는데.  데리고오라고하셔케어해주셨어요 굿, 별표 5개 ,t
63,856,2733fac270ab0dbd96c6c740ce3c7a1e1414e9c7a96463916e98f8391229c6ab,펫홈,"['미추홀구', '주안동', '1471-11']",1471-17 남구 인천광역시 KR,3,수의사님들이친절함 과잉진료없음, 별표 5개 ,_
65,856,2733fac270ab0dbd96c6c740ce3c7a1e1414e9c7a96463916e98f8391229c6ab,펫홈,"['미추홀구', '주안동', '1471-11']",1471-17 남구 인천광역시 KR,4,"의사선생님 매우 친절하심, 간호사분은 별로안친절하심", 별표 4개 ,m
67,864,f59e984a39be17eeef644671db095332f915df8553c2a49926156ecf91c4712c,우리집강아지,"['미추홀구', '주안동', '22-36']",인천광역시 부평구 부평동 546-64,1,, 별표 5개 ,o
69,914,74bdf56e1776e13c30f4f19364a296b5f6b1526a7ad6b74922a0409b3786c40a,펫마루,"['시흥시', '정왕동', '2450-3']",경기도 시흥시 경기도 시흥시 배곧전원로 40-49 1층,1,사장님이 지식도 많고 매우친절함, 별표 5개 ,a
71,914,74bdf56e1776e13c30f4f19364a296b5f6b1526a7ad6b74922a0409b3786c40a,펫마루,"['시흥시', '정왕동', '2450-3']",경기도 시흥시 경기도 시흥시 배곧전원로 40-49 1층,3,물건도 많고 뒤에 주차하기도 좋아요, 별표 4개 ,c
73,914,74bdf56e1776e13c30f4f19364a296b5f6b1526a7ad6b74922a0409b3786c40a,펫마루,"['시흥시', '정왕동', '2450-3']",소하동 1282-3번지 1층 광명시 경기도 KR,1,애견미용 잘하고 간식도 저렴해요~, 별표 4개 ,o
68,914,74bdf56e1776e13c30f4f19364a296b5f6b1526a7ad6b74922a0409b3786c40a,펫마루,"['시흥시', '정왕동', '2450-3']",경기도 시흥시 경기도 시흥시 배곧전원로 40-49 1층,0,거의 식당에만 리뷰남기는데 이곳은 진짜 추천함. 밤 10시 마감하는 순간에 딱 들어갔는데 불켜주시고 친절하게 응대해주심에 감사. 우리 강아지가 10년정도 됐는데 상태도 잘 봐주시고 간식도 맞게 추천해주더라. 장사치보다 반려동물을 사랑하는 느낌이 너무 좋았음., 별표 5개 ,m
70,914,74bdf56e1776e13c30f4f19364a296b5f6b1526a7ad6b74922a0409b3786c40a,펫마루,"['시흥시', '정왕동', '2450-3']",경기도 시흥시 경기도 시흥시 배곧전원로 40-49 1층,2,사장님이 친절하고 제품도 믿을만해요, 별표 5개 ,t
72,914,74bdf56e1776e13c30f4f19364a296b5f6b1526a7ad6b74922a0409b3786c40a,펫마루,"['시흥시', '정왕동', '2450-3']",소하동 1282-3번지 1층 광명시 경기도 KR,0,직원분들 다 친절함, 별표 5개 ,n
74,980,719b0739040b5402adf5387b7573ddd8bd74d6d46c952823d2a118d6cabdac77,앙쥬블랑,"['부천시', '중동', '1161']",angeblanc.kr,1,0,0,not_match
76,914,74bdf56e1776e13c30f4f19364a296b5f6b1526a7ad6b74922a0409b3786c40a,펫마루,"['시흥시', '정왕동', '2450-3']",경기도 시흥시 경기도 시흥시 배곧전원로 40-49 1층,6,매장도 깔끔하고 제품사면 포인트도 쌓이고 많이 모이면 캐쉬처럼 쓸수있어서 좋네요!, 별표 3개 ,g
78,914,74bdf56e1776e13c30f4f19364a296b5f6b1526a7ad6b74922a0409b3786c40a,펫마루,"['시흥시', '정왕동', '2450-3']",경기도 시흥시 경기도 시흥시 배곧전원로 40-49 1층,7,미용사님이 친절하구 저희아이도 다른곳보다 덜 불안해하구 좋아요, 별표 5개 ,u
75,950,6434de27d2e34410eedd20858c79c73279f11064343858954f80ec7a7e291659,꽃개냥반려동물용품점,"['부평구', '부평동', '465-45']",인천광역시 부평구 부평1동 부평대로 91,1,사장님께서 너무 친절하게 설명 잘해주시고 서비스도 너무 좋아요~~, 별표 5개 ,a
77,914,74bdf56e1776e13c30f4f19364a296b5f6b1526a7ad6b74922a0409b3786c40a,펫마루,"['시흥시', '정왕동', '2450-3']",소하동 1282-3번지 1층 광명시 경기도 KR,4,쏘쏘, 별표 4개 ,m
