,num,forpet_hash,shop_name,shop_address,address,total_score,review_num,match
1,3449,cd3d28817cf91feb60e9601e514ffd0361053284ce26c5bb58e6e31ef16e36b1,미어캣파크,"['종로구', '동숭동', '1-113']","1-113 6층, 동숭동 종로구 서울특별시",3.8,72,match_all
2,3458,c2b708f797c9e4c776a3b722d25028a064fdad662aea6e4d212629d1d80eec26,샹그리라,"['광진구', '화양동', '90-4']",서울특별시 광진구 화양동 90-4,4.1,67,match_all
3,3462,5bf068bed003218ac67dd7a9937a92ff5192a08b4e0636ee523f62d5137cfe3c,카페펫크루,"['마포구', '서교동', '342-3']",서교동 342-3번지 2층 마포구 서울특별시 KR,1.5,2,match_all
4,3466,9599885c397e40fb246c38b240d82f808a5f8bdc1ea92f00107d7a312f5e4761,도도한사랑,"['동대문구', '휘경동', '100-21']",휘경동 100-21번지 1층 동대문구 서울특별시 KR,0,0,match_all
5,3472,2e881342745ed717fb94fe79b63e627d27eb2d08a826459b1d23747701439681,낭만고양이,"['마포구', '성산동', '260-39']",서울특별시 마포구 성산동 260-39번지 2층,5.0,1,match_all
6,3473,adc417cb9ba4a26c1339b9a50307d2954c28e257c71161eca2e6e16d0e00df08,하늘을걷는고양이카페,"['동작구', '사당동', '139-21']",서울특별시 동작구 사당동 139-21,3.9,8,match_all
7,3476,ae59ab531fb125ec85b601ed7fb6cdac3a3f78bb4c9c18aa52e78a86ccf6c26a,미어캣프랜즈,"['마포구', '서교동', '364-3']","364-3 서교동, 마포구 서울특별시",4.0,98,match_all
8,3484,8f35e1010efb7474f64b3f65b8545bce3fe6909e7fc813b7ee3d549a76e2622d,책읽는고양이,"['관악구', '봉천동', '495-1']",서울특별시 관악구 봉천동 495-1번지 한독빌딩 7층,3.0,2,match_all
9,3493,04d6a74bb2ba0ba4518f6fbc885bd6f00df6443beeab282c2a8984f13b46dac2,아이라이크캣,"['구리시', '수택동', '423-18']",수택동 423-18번지 2층 구리시 경기도 KR,0,0,match_all
10,3500,07602aad9bcca5a63bdf3ef0c370e0a9906adc140717f231295a2049b02707f3,카페김메주와고양이들,"['구로구', '오류동', '283-8']",서울특별시 구로구 오류동 283-8,0,0,match_all
11,3504,45c3bbaf532bd5124ced11588622c93285ce862e8fb48e3fe37c68dc8ab7a95e,보드게임카페네로,"['안양시', '만안구', '안양동', '674-235']",경기도 안양시 만안구 안양동 674-235,4.3,77,match_all
12,3508,e73fcf676f51153023448fd630c67b313fc29c3c790e1124d5d9b1cdcab5d371,덕수네고양이카페,"['부산진구', '부전동', '187-13']",부전동 187-13번지 하층 부산진구 부산광역시 KR,0,0,match_all
13,3510,8d26466ffdfd12a2b698fb3f6ab12179ef6bfc07064b621c066aa8fb2978d5ac,짧냥이네,"['부산진구', '부전동', '142-14']",부전동 142-14번지 3층 부산진구 부산광역시 KR,3.7,20,match_all
14,3512,10baeef8485d8456610ca0371aacae8580e54cabd0cf320d2ba6c86c6409e458,캣스토리,"['금정구', '장전동', '293-105']",부산광역시 금정구 장전동 293-105번지 하나하우스 3층,1.0,1,match_all
15,3513,9bfb252148ad023b9fa4f9b3e1161d354efb3b31061f6d1720bd8835638ce6ad,양이양이,"['금정구', '장전동', '414-31']",부산광역시 금정구 장전동 414-31,5.0,2,match_all
16,3516,17532a8fb762ff105b1868cd267927e537c5a8f5dbdbd29f51ffa8e525062660,디캣,"['중구', '봉산동', '3-6']",대구광역시 중구 봉산동 3-6 3층,4.1,38,match_all
17,3520,c95524fa703b72ded85d3dd5905dee3a0586b5f346814e870f78c242c62cbf33,고양이랑카페놀이,"['달서구', '감삼동', '181-2']",감삼동 181-2번지 달서구 대구광역시 KR,4.0,1,match_all
18,3528,3d397fce45749fccd6911bb061fcbf642dd66d3caed90c199b9b389ace13cec0,콩볶는야옹이,"['부평구', '부평동', '534-61']",부평동 534-61번지 2층 대림빌딩 부평구 인천광역시 KR,3.5,10,match_all
19,3531,2979a5148fce9ddcefd578d819fba9894d3f4e8a167fb1b51dbfd08568a67141,우주냥캣카페,"['남동구', '논현동', '617-1']",논현동 617-1번지 8층 804호 성지타워 남동구 인천광역시 KR,5.0,1,match_all
20,3533,6bb6aab93d28425a48adcad289e1e4ce2e96e22386ad9a34e1dd143bf06293b9,냥장판,"['부천시', '중동', '1143-6']",중동 1143-6번지 2층 204호 신풍프라자 부천시 경기도 KR,0,0,match_all
21,3535,90c406b692c9d36d3476ec7afdac48080890af6b4871cf4425ae438386888a24,사바나코쉬카,"['부천시', '중동', '1143-6']",경기도 부천시 중동 1143-6번지 KR 신풍프라자 204호,0,0,match_all
22,3554,77fd05a3d5fd2c41c53cd5b1baec7bd88e6e6df186f680c75fdd4fb2d2ecc46f,모카고양이,"['남구', '무거동', '617-7']",울산광역시 남구 무거동 617-7,0,0,match_all
23,3560,f3c926522032d980cb41eac059bf718b93abc04573c456adf4bf1f3d27718762,숲속고양이,"['수원시', '팔달구', '매산로3가', '128-2']",경기도 수원시 팔달구 매산로3가 128-2번지 하층,0,0,match_all
